Date,Day of Week,Visits,Year,xmas,cl,Class,days from christmas,springb,springb2,sb,break,holiday,snowfall,snowclass,Snowclass,numsnowclass,weekday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,SeasonDay,class,wkday,wkday2,dec,spred
2/4/2017,Saturday,6437,3,0,3,3,41,0,0,0,0,0,9,MediumHigh,high,4,0,0,1,0,0,0,0,0,72,high,0,0,0,3
2/5/2017,Sunday,6190,3,0,3,3,42,0,0,0,0,0,11,High,high,5,0,0,0,1,0,0,0,0,73,high,0,0,0,3
2/6/2017,Monday,2387,3,0,3,3,43,0,0,0,0,0,19,High,high,5,1,0,0,0,1,0,0,0,74,high,1,0,0,2
2/7/2017,Tuesday,1940,3,0,2,3,44,0,0,0,0,0,6,Medium,medium,3,1,0,0,0,0,1,0,0,75,high,1,1,0,2
2/8/2017,Wednesday,1287,3,0,2,3,45,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,1,0,76,high,1,1,0,2
2/9/2017,Thursday,496,3,0,1,1,46,0,0,0,0,0,5,MediumLow,medium,2,1,0,0,0,0,0,0,1,77,low,0,1,0,2
2/10/2017,Friday,1305,3,0,2,3,47,0,0,0,0,0,2,Low,low,1,0,1,0,0,0,0,0,0,78,high,0,0,0,3
2/11/2017,Saturday,4948,3,0,3,3,48,0,0,0,0,0,2,Low,low,1,0,0,1,0,0,0,0,0,79,high,0,0,0,3
2/12/2017,Sunday,5441,3,0,3,3,49,0,0,0,0,0,0,None,none,0,0,0,0,1,0,0,0,0,80,high,0,0,0,3
2/13/2017,Monday,1076,3,0,2,3,50,0,0,0,0,0,0,None,none,0,1,0,0,0,1,0,0,0,81,high,1,0,0,2
2/14/2017,Tuesday,956,3,0,1,2,51,0,0,0,0,0,0,None,none,0,1,0,0,0,0,1,0,0,82,medium,1,1,0,2
2/15/2017,Wednesday,168,3,0,1,1,52,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,1,0,83,low,1,1,0,2
2/16/2017,Thursday,803,3,0,1,2,53,0,0,0,0,0,1,Low,low,1,1,0,0,0,0,0,0,1,84,medium,0,1,0,2
2/17/2017,Friday,2360,3,0,3,3,54,0,0,0,0,0,3,Low,low,1,0,1,0,0,0,0,0,0,85,high,0,0,0,3
2/18/2017,Saturday,4536,3,0,3,3,55,0,1,1,0,0,0,None,none,0,0,0,1,0,0,0,0,0,86,high,0,0,0,3
2/19/2017,Sunday,5042,3,0,3,3,56,0,1,1,0,0,4,MediumLow,medium,2,0,0,0,1,0,0,0,0,87,high,0,0,0,3
2/20/2017,Monday,3993,3,0,3,3,57,0,1,1,0,1,7,Medium,medium,3,1,0,0,0,1,0,0,0,88,high,1,0,0,2
2/21/2017,Tuesday,2451,3,0,3,3,58,0,1,1,0,0,5,MediumLow,medium,2,1,0,0,0,0,1,0,0,89,high,1,1,0,2
2/22/2017,Wednesday,2232,3,0,3,3,59,0,1,1,0,0,6,Medium,medium,3,1,0,0,0,0,0,1,0,90,high,1,1,0,2
2/23/2017,Thursday,2300,3,0,3,3,60,0,1,1,0,0,0,None,none,0,1,0,0,0,0,0,0,1,91,high,0,1,0,2
2/24/2017,Friday,2842,3,0,3,3,61,0,1,1,0,0,0,None,none,0,0,1,0,0,0,0,0,0,92,high,0,0,0,3
2/25/2017,Saturday,5675,3,0,3,3,62,0,1,1,0,0,3,Low,low,1,0,0,1,0,0,0,0,0,93,high,0,0,0,3
2/26/2017,Sunday,3901,3,0,3,3,63,0,1,1,0,0,0,None,none,0,0,0,0,1,0,0,0,0,94,high,0,0,0,3
2/27/2017,Monday,925,3,0,1,2,64,0,0,1,0,0,4,MediumLow,medium,2,1,0,0,0,1,0,0,0,95,medium,1,0,0,2
2/28/2017,Tuesday,1087,3,0,2,3,65,0,0,1,0,0,15,High,high,5,1,0,0,0,0,1,0,0,96,high,1,1,0,2
3/1/2017,Wednesday,1329,3,0,2,3,66,0,0,1,0,0,1,Low,low,1,1,0,0,0,0,0,1,0,97,high,1,1,0,2
3/2/2017,Thursday,1233,3,0,2,3,67,0,0,1,0,0,0,None,none,0,1,0,0,0,0,0,0,1,98,high,0,1,0,2
3/3/2017,Friday,1812,3,0,2,3,68,0,0,1,0,0,1,Low,low,1,0,1,0,0,0,0,0,0,99,high,0,0,0,3
3/4/2017,Saturday,7046,3,0,3,3,69,0,0,1,0,0,4,MediumLow,medium,2,0,0,1,0,0,0,0,0,100,high,0,0,0,3
3/5/2017,Sunday,5205,3,0,3,3,70,0,0,1,0,0,7,Medium,medium,3,0,0,0,1,0,0,0,0,101,high,0,0,0,3
3/6/2017,Monday,1142,3,0,2,3,71,0,0,1,0,0,5,MediumLow,medium,2,1,0,0,0,1,0,0,0,102,high,1,0,0,2
3/7/2017,Tuesday,996,3,0,1,2,72,0,0,1,0,0,4,MediumLow,medium,2,1,0,0,0,0,1,0,0,103,medium,1,1,0,2
3/8/2017,Wednesday,1626,3,0,2,3,73,0,0,1,0,0,9,MediumHigh,high,4,1,0,0,0,0,0,1,0,104,high,1,1,0,2
3/9/2017,Thursday,1166,3,0,2,3,74,0,0,1,0,0,8,MediumHigh,high,4,1,0,0,0,0,0,0,1,105,high,0,1,0,2
3/10/2017,Friday,2502,3,0,3,3,75,0,0,1,0,0,4,MediumLow,medium,2,0,1,0,0,0,0,0,0,106,high,0,0,0,3
3/11/2017,Saturday,3230,3,0,3,3,76,0,0,1,0,0,0,None,none,0,0,0,1,0,0,0,0,0,107,high,0,0,0,3
3/12/2017,Sunday,3038,3,0,3,3,77,0,0,1,0,0,0,None,none,0,0,0,0,1,0,0,0,0,108,high,0,0,0,3
3/13/2017,Monday,240,3,0,1,1,78,1,0,1,1,0,0,None,none,0,1,0,0,0,1,0,0,0,109,low,1,0,0,2
3/14/2017,Tuesday,154,3,0,1,1,79,1,0,1,1,0,0,None,none,0,1,0,0,0,0,1,0,0,110,low,1,1,0,2
3/15/2017,Wednesday,409,3,0,1,1,80,1,0,1,1,0,0,None,none,0,1,0,0,0,0,0,1,0,111,low,1,1,0,2
3/16/2017,Thursday,885,3,0,1,2,81,1,0,1,1,0,1,Low,low,1,1,0,0,0,0,0,0,1,112,medium,0,1,0,2
3/17/2017,Friday,1087,3,0,2,3,82,1,0,1,1,0,0,None,none,0,0,1,0,0,0,0,0,0,113,high,0,0,0,3
3/18/2017,Saturday,1615,3,0,2,3,83,1,0,1,1,0,2,Low,low,1,0,0,1,0,0,0,0,0,114,high,0,0,0,3
3/19/2017,Sunday,3949,3,0,3,3,84,1,0,1,1,0,0,None,none,0,0,0,0,1,0,0,0,0,115,high,0,0,0,3
3/20/2017,Monday,751,3,0,1,2,85,1,0,1,1,0,0,None,none,0,1,0,0,0,1,0,0,0,116,medium,1,0,0,2
3/21/2017,Tuesday,391,3,0,1,1,86,1,0,1,1,0,1,Low,low,1,1,0,0,0,0,1,0,0,117,low,1,1,0,2
3/22/2017,Wednesday,456,3,0,1,1,87,1,0,1,1,0,0,None,none,0,1,0,0,0,0,0,1,0,118,low,1,1,0,2
3/23/2017,Thursday,861,3,0,1,2,88,1,0,1,1,0,1,Low,low,1,1,0,0,0,0,0,0,1,119,medium,0,1,0,2
3/24/2017,Friday,1410,3,0,2,3,89,1,0,1,1,0,9,MediumHigh,high,4,0,1,0,0,0,0,0,0,120,high,0,0,0,3
3/25/2017,Saturday,3889,3,0,3,3,90,1,0,1,1,0,2,Low,low,1,0,0,1,0,0,0,0,0,121,high,0,0,0,3
3/26/2017,Sunday,2161,3,0,3,3,91,1,0,1,1,0,1,Low,low,1,0,0,0,1,0,0,0,0,122,high,0,0,0,3
3/27/2017,Monday,696,3,0,1,2,92,0,0,0,0,0,5,MediumLow,medium,2,1,0,0,0,1,0,0,0,123,medium,1,0,0,2
3/28/2017,Tuesday,607,3,0,1,2,93,0,0,0,0,0,2,Low,low,1,1,0,0,0,0,1,0,0,124,medium,1,1,0,2
3/29/2017,Wednesday,310,3,0,1,1,94,0,0,0,0,0,5,MediumLow,medium,2,1,0,0,0,0,0,1,0,125,low,1,1,0,2
3/30/2017,Thursday,669,3,0,1,2,95,0,0,0,0,0,1,Low,low,1,1,0,0,0,0,0,0,1,126,medium,0,1,0,2
3/31/2017,Friday,1716,3,0,2,3,96,0,0,0,0,0,0,None,none,0,0,1,0,0,0,0,0,0,127,high,0,0,0,3
4/1/2017,Saturday,1128,3,0,2,3,97,0,0,0,0,0,0,None,none,0,0,0,1,0,0,0,0,0,128,high,0,0,0,3
4/2/2017,Sunday,2154,3,0,3,3,98,0,0,0,0,0,0,None,none,0,0,0,0,1,0,0,0,0,129,high,0,0,0,3
4/3/2017,Monday,941,3,0,1,2,99,0,0,0,0,0,0,None,none,0,1,0,0,0,1,0,0,0,130,medium,1,0,0,2
4/4/2017,Tuesday,748,3,0,1,2,100,0,0,0,0,0,0,None,none,0,1,0,0,0,0,1,0,0,131,medium,1,1,0,2
4/5/2017,Wednesday,234,3,0,1,1,101,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,1,0,132,low,1,1,0,2
4/6/2017,Thursday,417,3,0,1,1,102,0,0,0,0,0,1,Low,low,1,1,0,0,0,0,0,0,1,133,low,0,1,0,2
4/7/2017,Friday,238,3,0,1,1,103,0,0,0,0,0,0,None,none,0,0,1,0,0,0,0,0,0,134,low,0,0,0,3
4/8/2017,Saturday,2286,3,0,3,3,104,0,0,0,0,0,4,MediumLow,medium,2,0,0,1,0,0,0,0,0,135,high,0,0,0,3
4/9/2017,Sunday,3248,3,0,3,3,105,0,0,0,0,0,4,MediumLow,medium,2,0,0,0,1,0,0,0,0,136,high,0,0,0,3
4/10/2017,Monday,624,3,0,1,2,106,0,0,0,0,0,4,MediumLow,medium,2,1,0,0,0,1,0,0,0,137,medium,1,0,0,2
4/11/2017,Tuesday,1274,3,0,2,3,107,0,0,0,0,0,3,Low,low,1,1,0,0,0,0,1,0,0,138,high,1,1,0,2
4/12/2017,Wednesday,475,3,0,1,1,108,0,0,0,0,0,7,Medium,medium,3,1,0,0,0,0,0,1,0,139,low,1,1,0,2
4/13/2017,Thursday,834,3,0,1,2,109,0,0,0,0,0,2,Low,low,1,1,0,0,0,0,0,0,1,140,medium,0,1,0,2
4/14/2017,Friday,1255,3,0,2,3,110,0,0,0,0,0,3,Low,low,1,0,1,0,0,0,0,0,0,141,high,0,0,0,3
4/15/2017,Saturday,2617,3,0,3,3,111,0,0,0,0,0,2,Low,low,1,0,0,1,0,0,0,0,0,142,high,0,0,0,3
4/16/2017,Sunday,1949,3,0,2,3,112,0,0,0,0,0,0,None,none,0,0,0,0,1,0,0,0,0,143,high,0,0,0,3
4/17/2017,Monday,343,3,0,1,1,113,0,0,0,0,0,2,Low,low,1,1,0,0,0,1,0,0,0,144,low,1,0,0,2
4/18/2017,Tuesday,343,3,0,1,1,114,0,0,0,0,0,0,None,none,0,1,0,0,0,0,1,0,0,145,low,1,1,0,2
4/19/2017,Wednesday,313,3,0,1,1,115,0,0,0,0,0,1,Low,low,1,1,0,0,0,0,0,1,0,146,low,1,1,0,2
4/20/2017,Thursday,343,3,0,1,1,116,0,0,0,0,0,4,MediumLow,medium,2,1,0,0,0,0,0,0,1,147,low,0,1,0,2
4/21/2017,Friday,1823,3,0,2,3,117,0,0,0,0,0,0,None,none,0,0,1,0,0,0,0,0,0,148,high,0,0,0,3
4/22/2017,Saturday,1659,3,0,2,3,118,0,0,0,0,0,0,None,none,0,0,0,1,0,0,0,0,0,149,high,0,0,0,3
4/23/2017,Sunday,1625,3,0,2,3,119,0,0,0,0,0,1,Low,low,1,0,0,0,1,0,0,0,0,150,high,0,0,0,3
